iyear,imonth,country_txt,region_txt,attacktype1_txt,targtype1_txt,weaptype1_txt,nkill,nwound,latitude,longitude,gname
2014,1,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,34.288891,74.463715,Unknown
2011,3,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,0.0,18.924727,73.480628,Communist Party of India - Maoist (CPI-Maoist)
2016,5,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,19.412915,80.584316,Maoists
2014,6,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,25.22408,90.376665,Achik National Volunteer Council-B (ANVC-B)
2017,12,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,0.0,20.093703,81.162156,Maoists
2017,1,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,17.843611,82.156944,Communist Party of India - Maoist (CPI-Maoist)
2014,9,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,1.0,0.0,24.798346,93.94043,Unknown
2013,12,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,18.352486,81.953482,Maoists
2011,9,India,South Asia,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0,25.570455,90.218384,Garo National Liberation Army
2011,9,India,South Asia,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,25.570455,90.218384,Garo National Liberation Army
2011,7,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,17.958613,81.685681,Communist Party of India - Maoist (CPI-Maoist)
2010,11,India,South Asia,Hostage Taking (Kidnapping),Police,Unknown,0.0,0.0,19.723535,81.242411,Communist Party of India - Maoist (CPI-Maoist)
2015,6,India,South Asia,Hostage Taking (Kidnapping),Violent Political Party,Unknown,0.0,0.0,25.103432,94.359717,Unknown
2016,5,India,South Asia,Hostage Taking (Kidnapping),NGO,Unknown,0.0,1.0,26.224184,93.776314,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)
2013,11,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,3.0,23.719245,92.414696,National Liberation Front of Tripura (NLFT)
2010,1,India,South Asia,Hostage Taking (Kidnapping),Business,Firearms,1.0,0.0,21.63869,85.606944,Communist Party of India - Maoist (CPI-Maoist)
2015,2,India,South Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,15.64131,74.514799,Maoists
2015,10,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,2.0,0.0,21.097103,81.030222,Maoists
2017,9,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,20.054803,81.222876,Maoists
2015,2,India,South Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,25.15192,93.969963,Kuki Tribal Militants
2008,8,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,33.313294,75.763367,Unknown
2016,5,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,1.0,0.0,19.219425,81.989993,Maoists
2011,10,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,18.936128,83.251906,Unknown
2011,10,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,24.639748,86.505985,Communist Party of India - Maoist (CPI-Maoist)
2011,11,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,0.0,23.094391,86.220296,Maoists
2008,12,India,South Asia,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0,24.346092,93.699904,Kuki National Front (KNF)
2014,7,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,25.79948,93.783528,National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK)
2011,8,India,South Asia,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0,25.81876,94.852064,Yimchunger Liberation Front (YLF)
2011,7,India,South Asia,Hostage Taking (Kidnapping),Government (General),Melee,1.0,0.0,19.17,83.42,Communist Party of India - Maoist (CPI-Maoist)
2010,10,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,18.484547,80.752565,Communist Party of India - Maoist (CPI-Maoist)
2015,10,India,South Asia,Hostage Taking (Kidnapping),Government (General),Firearms,1.0,0.0,19.283729,84.16066,Maoists
2017,8,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,33.757885,74.931837,Lashkar-e-Taiba (LeT)
2015,1,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,19.471365,81.253252,Maoists
2016,7,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,25.193491,90.634631,Unknown
2013,7,India,South Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,24.129604,84.185606,People's Liberation Front of India
2009,3,India,South Asia,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Unknown,0.0,0.0,25.906267,93.72759,National Socialist Council of Nagaland-Khaplang (NSCN-K)
2010,3,India,South Asia,Hostage Taking (Kidnapping),Violent Political Party,Firearms,1.0,0.0,22.68337,87.99594,Communist Party of India - Maoist (CPI-Maoist)
2017,11,India,South Asia,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,25.418369,90.749144,Garo National Liberation Army
2014,8,India,South Asia,Hostage Taking (Kidnapping),Educational Institution,Firearms,0.0,0.0,23.420088,85.219868,Unknown
2015,12,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,25.843157,91.985621,Unknown
2015,5,India,South Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,25.751627,93.172876,Unknown
2015,1,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,19.629022,81.402091,Maoists
2012,1,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0,25.311849,94.496743,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)
2009,1,India,South Asia,Hostage Taking (Kidnapping),Police,Unknown,0.0,0.0,20.271944,81.493056,Communist Party of India - Maoist (CPI-Maoist)
2017,10,India,South Asia,Hostage Taking (Kidnapping),Violent Political Party,Firearms,0.0,0.0,22.994711,85.215306,Unknown
2017,3,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,23.492724,85.534185,Communist Party of India - Maoist (CPI-Maoist)
2015,7,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Explosives,1.0,2.0,17.710984,83.239285,Communist Party of India - Maoist (CPI-Maoist)
2010,12,India,South Asia,Hostage Taking (Kidnapping),Government (General),Firearms,1.0,0.0,18.262023,79.686485,Communist Party of India - Maoist (CPI-Maoist)
2014,3,India,South Asia,Hostage Taking (Kidnapping),Business,Incendiary,0.0,0.0,24.606633,84.128879,Maoists
2012,6,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,3.0,0.0,25.24003,86.984512,Maoists
2015,5,India,South Asia,Hostage Taking (Kidnapping),Police,Firearms,1.0,0.0,19.19229,80.193086,Communist Party of India - Maoist (CPI-Maoist)
2014,3,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,17.769831,81.310141,Maoists
2016,7,India,South Asia,Hostage Taking (Kidnapping),Religious Figures/Institutions,Melee,1.0,0.0,17.77908,81.030996,Maoists
2014,1,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,17.880463,81.444141,Maoists
2015,9,India,South Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,25.317811,90.439937,Garo National Liberation Army
2017,4,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,0.0,20.272713,81.48831,Maoists
2009,7,India,South Asia,Hostage Taking (Kidnapping),Violent Political Party,Unknown,0.0,0.0,22.662517,87.105361,Communist Party of India - Maoist (CPI-Maoist)
2013,7,India,South Asia,Hostage Taking (Kidnapping),Police,Melee,1.0,0.0,34.399281,74.281273,Unknown
2014,7,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,1.0,0.0,19.600437,81.671272,Communist Party of India - Maoist (CPI-Maoist)
2012,3,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,24.328989,93.986769,Unknown
2009,10,India,South Asia,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0,26.513087,92.060436,United Liberation Front of Assam (ULFA)
2017,12,India,South Asia,Hostage Taking (Kidnapping),Transportation,Firearms,0.0,0.0,25.234872,86.357765,Communist Party of India - Maoist (CPI-Maoist)
2011,5,India,South Asia,Hostage Taking (Kidnapping),Transportation,Unknown,0.0,0.0,24.890446,84.995442,Communist Party of India - Maoist (CPI-Maoist)
2016,6,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,22.519997,86.449938,Maoists
2012,5,India,South Asia,Hostage Taking (Kidnapping),Government (General),Firearms,1.0,0.0,19.357915,83.50702,Maoists
2011,11,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,2.0,0.0,17.86318,82.19552,Maoists
2014,7,India,South Asia,Hostage Taking (Kidnapping),Educational Institution,Firearms,0.0,1.0,25.413979,89.848831,Unknown
2017,7,India,South Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,18.130852,81.255072,Maoists
2015,5,India,South Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,18.39186,81.657827,Maoists
2012,8,India,South Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,25.318662,90.440804,Garo National Liberation Army
2014,7,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,26.002041,92.851866,Unknown
2016,9,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,25.594539,90.25027,Garo National Liberation Army
2014,3,India,South Asia,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0,27.096018,93.625625,Unknown
2017,12,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,27.336705,96.00334,United Liberation Front of Assam (ULFA)
2008,11,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,25.604748,89.935082,United Liberation Front of Assam (ULFA)
2011,6,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,0.0,19.512666,80.330351,Communist Party of India - Maoist (CPI-Maoist)
2011,9,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,0.0,18.815236,82.712102,Communist Party of India - Maoist (CPI-Maoist)
2016,5,India,South Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,1.0,27.507812,95.907251,Unknown
2009,4,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,26.678779,92.857672,National Democratic Front of Bodoland (NDFB)
2011,2,India,South Asia,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0,18.364195,81.892418,Communist Party of India - Maoist (CPI-Maoist)
2008,8,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,3.0,1.0,32.726602,74.857026,Lashkar-e-Taiba (LeT)
2015,1,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,23.041754,85.282615,Communist Party of India - Maoist (CPI-Maoist)
2010,10,India,South Asia,Hostage Taking (Kidnapping),Educational Institution,Unknown,0.0,0.0,33.313294,75.763367,Hizbul Mujahideen (HM)
2015,5,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,2.0,0.0,15.9129,79.739988,Communist Party of India - Maoist (CPI-Maoist)
2014,4,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,20.263115,85.785725,Maoists
2017,3,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0,19.690278,83.118611,Communist Party of India - Maoist (CPI-Maoist)
2013,10,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,1.0,0.0,20.565902,82.459028,Maoists
2014,2,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,19.830445,80.448937,Maoists
2011,9,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,18.364195,81.892418,Communist Party of India - Maoist (CPI-Maoist)
2017,1,India,South Asia,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0,18.108706,82.10879,Maoists
2015,8,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,24.481054,87.759227,Maoists
2012,3,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,25.848178,90.406702,Garo National Liberation Army
2017,11,India,South Asia,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0,25.05455,83.677393,Maoists
2015,5,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,24.988392,93.49534,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)
2011,10,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,0.0,23.000197,84.642681,People's Liberation Front of India
2014,8,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,24.553737,92.610254,Tribesmen
2015,11,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,25.320331,94.151376,Unknown
2011,4,India,South Asia,Hostage Taking (Kidnapping),Business,Firearms,1.0,0.0,19.975103,84.50911,Communist Party of India - Maoist (CPI-Maoist)
2017,7,India,South Asia,Hostage Taking (Kidnapping),Business,Unknown,1.0,0.0,23.755347,84.354247,Maoists
2012,9,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Incendiary,2.0,0.0,25.902696,85.505955,Communist Party of India - Maoist (CPI-Maoist)
2011,7,India,South Asia,Hostage Taking (Kidnapping),Business,Unknown,0.0,0.0,26.519877,93.970038,Unknown
2008,12,India,South Asia,Hostage Taking (Kidnapping),Telecommunication,Incendiary,0.0,0.0,20.092619,80.674305,Communist Party of India - Maoist (CPI-Maoist)
2014,8,India,South Asia,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Firearms,3.0,0.0,25.548502,90.326607,Garo National Liberation Army
2013,12,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,25.545684,90.42927,Garo National Liberation Army
2012,12,India,South Asia,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Firearms,0.0,0.0,18.8,80.8167,Maoists
2010,4,India,South Asia,Hostage Taking (Kidnapping),Government (General),Firearms,2.0,0.0,22.394329,87.099879,Communist Party of India - Maoist (CPI-Maoist)
2014,12,India,South Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,25.513432,92.737062,Unknown
2015,4,India,South Asia,Hostage Taking (Kidnapping),Police,Unknown,1.0,0.0,18.872964,80.715734,Communist Party of India - Maoist (CPI-Maoist)
2011,7,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,1.0,19.17,83.42,Communist Party of India - Maoist (CPI-Maoist)
2017,12,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0,24.999834,93.903397,Manipur Naga People's Army (MNPA)
2015,12,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,18.860831,80.721442,Maoists
2016,8,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,18.340368,81.18164,Communist Party of India - Maoist (CPI-Maoist)
2009,11,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,22.562035,87.154756,Unknown
2013,12,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,25.193491,90.634631,Garo National Liberation Army
2017,12,India,South Asia,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,1.0,25.67,94.12,National Socialist Council of Nagaland-Reformation (NSCN-R)
2011,11,India,South Asia,Hostage Taking (Kidnapping),Government (General),Unknown,1.0,0.0,20.27764,85.794852,Maoists
2014,7,India,South Asia,Hostage Taking (Kidnapping),Business,Firearms,0.0,0.0,25.3478,93.017571,People's Liberation Army (India)
2013,4,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0,21.298113,80.596609,Maoists
2010,10,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,17.248678,80.147376,Communist Party of India - Maoist (CPI-Maoist)
2016,3,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,19.608509,80.481742,Maoists
2017,5,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,19.623029,81.620748,Maoists
2015,11,India,South Asia,Hostage Taking (Kidnapping),Business,Unknown,0.0,0.0,25.85405,90.921155,Achik National Liberation Army (ANLA)
2012,6,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,0.0,18.933338,83.257291,Maoists
2013,12,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,1.0,0.0,18.355422,81.833743,Maoists
2010,3,India,South Asia,Hostage Taking (Kidnapping),Violent Political Party,Firearms,1.0,0.0,22.33082,87.128572,Communist Party of India - Maoist (CPI-Maoist)
2012,3,India,South Asia,Hostage Taking (Kidnapping),Tourists,Unknown,0.0,0.0,19.907671,84.12182,Maoists
2016,11,India,South Asia,Hostage Taking (Kidnapping),Educational Institution,Firearms,0.0,1.0,25.284142,81.93663,Unknown
2010,8,India,South Asia,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,0.0,18.815236,82.712102,Communist Party of India - Maoist (CPI-Maoist)
